country,countryname,sentence_id,text,date,party,partyname,text_id
53,Ireland,36,TDs all too often just stick their finger in the air to see which way the wind is blowing and then they just go with the flow.,202002,53952,Aontú,53952_202002_36
53,Ireland,37,Aontú is different.,202002,53952,Aontú,53952_202002_37
53,Ireland,38,Our representatives and candidates have real backbone.,202002,53952,Aontú,53952_202002_38
53,Ireland,39,We are not payroll politicians.,202002,53952,Aontú,53952_202002_39
53,Ireland,40,We will not fiddle around the edges of a broken system.,202002,53952,Aontú,53952_202002_40
53,Ireland,41,We will not move the chairs around a sinking political culture.,202002,53952,Aontú,53952_202002_41
53,Ireland,42,"In this state, 760,000 people survive below the poverty line, 230,000 of them are children.",202002,53952,Aontú,53952_202002_42
53,Ireland,43,"Official statistics say that 10,500 people are homeless.",202002,53952,Aontú,53952_202002_43
53,Ireland,44,Mental health difficulties arise from the systematic failures of the system and the suffering that those failures perpetuate.,202002,53952,Aontú,53952_202002_44
53,Ireland,45,Fianna Fáil- Fine Gael has been found wanting when it comes to tackling the root causes of mental health difficulties and funding mental health services.,202002,53952,Aontú,53952_202002_45
53,Ireland,46,Income for the farming community is collapsing.,202002,53952,Aontú,53952_202002_46
53,Ireland,47,The state's finances are overdependent on the spin-offs on Foreign Direct Investment and we are increasingly a hostage to the profit motive of multinational corporations.,202002,53952,Aontú,53952_202002_47
53,Ireland,48,Our creaking health service is being held together by nurses and staff who are underpaid and burnt out.,202002,53952,Aontú,53952_202002_48
53,Ireland,49,"Brexit and Partition: Hindering our Potential, Jeopardising our Future",202002,53952,Aontú,53952_202002_49
53,Ireland,50,Brexit has shown clearly the damage done to Ireland by the continued sway of the British government over part of Ireland.,202002,53952,Aontú,53952_202002_50
53,Ireland,51,"Tories in Westminster, who know nothing about Ireland and care even less, have acted recklessly in Ireland through their pursuit of Brexit-at-all-costs.",202002,53952,Aontú,53952_202002_51
53,Ireland,52,Any efforts to embed the failed policy of partition are a direct threat to our national interest and the interests of individual citizens.,202002,53952,Aontú,53952_202002_52
53,Ireland,53,The Brexit debacle underscores the harm and stagnation stemming from partition.,202002,53952,Aontú,53952_202002_53
53,Ireland,54,Aontú is determined to pave the way towards Irish unity.,202002,53952,Aontú,53952_202002_54
53,Ireland,55,Failure of the Political Establishment,202002,53952,Aontú,53952_202002_55
53,Ireland,56,The Irish political establishment oversees crisis after crisis.,202002,53952,Aontú,53952_202002_56
53,Ireland,57,"It does not tackle root causes, it simply papers over the cracks at best.",202002,53952,Aontú,53952_202002_57
53,Ireland,58,"Crises of the scale society is facing demand a huge political response, however to date we have only phoney blame-games, with the establishment parties slinging mud at each other, while the underlying dysfunction continues and reduces citizens' living standards.",202002,53952,Aontú,53952_202002_58
53,Ireland,59,Aontú is determined to tackle the dysfunction and improve citizens' prospects.,202002,53952,Aontú,53952_202002_59
53,Ireland,60,Where we can go from here with your vote?,202002,53952,Aontú,53952_202002_60
53,Ireland,61,Aontú means Unity.,202002,53952,Aontú,53952_202002_61
53,Ireland,62,"Unity of vision, unity of this country.",202002,53952,Aontú,53952_202002_62
53,Ireland,63,"The problem with having no vision, like establishment politicians, is that with no destination there is no need for a map… muddling through till the end of the term or until the largest parties feel their electoral chances are at their best is sufficient.",202002,53952,Aontú,53952_202002_63
53,Ireland,64,"With a vision, we have a definite place we wish to reach and a map to get there.",202002,53952,Aontú,53952_202002_64
53,Ireland,65,"That is where Aontú is at; we see a thriving country, and we see the changes needed that can help to get us there.",202002,53952,Aontú,53952_202002_65
53,Ireland,66,"As we reflect on the events of 100 years ago and the courage displayed by those who sacrificed so much for our country's freedom, we commit ourselves to achieving Irish unity and justice.",202002,53952,Aontú,53952_202002_66
53,Ireland,67,"We are determined to tackle the challenges of our time and to ensure greater empowerment of citizens, not elites.",202002,53952,Aontú,53952_202002_67
53,Ireland,68,We need your vote to do it.,202002,53952,Aontú,53952_202002_68
53,Ireland,69,Aontú: for a new realism and a fresh start in healthcare reform,202002,53952,Aontú,53952_202002_69
53,Ireland,70,The health system is broken.,202002,53952,Aontú,53952_202002_70
53,Ireland,71,"Aontú is pledged to work to fix what is a national crisis, a crisis for which Fianna Fáil-Fine Gael has abdicated responsibility.",202002,53952,Aontú,53952_202002_71
53,Ireland,72,"Medical, nursing and allied healthcare professionals struggle to keep the health system functioning, yet Fianna Fáil-Fine Gael have demonstrated time and time again an inability to engage positively and proactively with professionals to strengthen the system, to increase productivity and to improve its capacity to deliver better health, social and economic outcomes.",202002,53952,Aontú,53952_202002_72
53,Ireland,73,These developments reflect deeper structural problems that have not been properly addressed.,202002,53952,Aontú,53952_202002_73
53,Ireland,74,They include: Lack of accountability;,202002,53952,Aontú,53952_202002_74
53,Ireland,75,Mismanagement;,202002,53952,Aontú,53952_202002_75
53,Ireland,76,Shortages of staff;,202002,53952,Aontú,53952_202002_76
53,Ireland,77,A lack of capacity in our hospitals;,202002,53952,Aontú,53952_202002_77
53,Ireland,78,Under-investment in Primary Care and Community-based services.,202002,53952,Aontú,53952_202002_78
53,Ireland,79,Sláintecare – the government’s long-term strategy for reforming the system - lacks credibility without the necessary funding and staff buy-in.,202002,53952,Aontú,53952_202002_79
53,Ireland,80,Aontú stands for a new realism and a fresh start.,202002,53952,Aontú,53952_202002_80
53,Ireland,81,Aontú is committed to working with stakeholders to reshape healthcare through targeted investment in high-priority initiatives and through working with healthcare professionals to ease bottlenecks in access to the system.,202002,53952,Aontú,53952_202002_81
53,Ireland,82,This approach will also strengthen our capacity to better manage medium and longer-term pressures related to an ageing population profile and longer life expectancies.,202002,53952,Aontú,53952_202002_82
53,Ireland,83,Primary Care,202002,53952,Aontú,53952_202002_83
53,Ireland,84,Fianna Fáil-Fine Gael and the HSE have long pointed out that investing in primary care leads to better health outcomes at lower costs.,202002,53952,Aontú,53952_202002_84
53,Ireland,85,They have not delivered.,202002,53952,Aontú,53952_202002_85
53,Ireland,86,"The Sláintecare Report set out a target for people to receive 70% of their healthcare needs in their community, rather than having to travel to the nearest acute hospital.",202002,53952,Aontú,53952_202002_86
53,Ireland,87,"However, only 4.5% of the current Health Budget is spent on primary care.",202002,53952,Aontú,53952_202002_87
53,Ireland,88,"This means that the critical mass of primary care locations and staff – such as doctors, nurses, physiotherapists, psychologists and social workers – that are needed to deliver integrated care in their community are simply not in place.",202002,53952,Aontú,53952_202002_88
53,Ireland,89,"Aontú believes that addressing this will require resolving supply-side issues relating to the training and location of GPs, especially in areas of greatest social need.",202002,53952,Aontú,53952_202002_89
53,Ireland,90,Aontú will consult closely with GPs who have established innovative and socially responsive practices in order to replicate such models more widely.,202002,53952,Aontú,53952_202002_90
53,Ireland,91,"As part of its strategy to pivot healthcare away from its overdependence on the acute system, Aontú will press for 10% of the current health budget to be assigned to the development and delivery of primary care in communities.",202002,53952,Aontú,53952_202002_91
53,Ireland,92,GPs interact with every individual and every family.,202002,53952,Aontú,53952_202002_92
53,Ireland,93,"They should be at the heart of a responsive, proactive and cost-effective health system.",202002,53952,Aontú,53952_202002_93
53,Ireland,94,"Aontú believes GPs should be incentivised to offer a wider range of services, either directly or through an Integrated Group Practice.",202002,53952,Aontú,53952_202002_94
53,Ireland,95,"It is clear that with increased investment in facilities and staff, GPs can offer a much wider set of services, from minor surgical procedures to mental health, if facilities and space are provided.",202002,53952,Aontú,53952_202002_95
53,Ireland,96,"This makes sense, both in terms of patient-friendly delivery of care and also relieving pressures on the acute system.",202002,53952,Aontú,53952_202002_96
53,Ireland,97,Pharmacists must also have a greater role in the delivery of healthcare to citizens.,202002,53952,Aontú,53952_202002_97
53,Ireland,98,"Midwife-led care needs to be looked at as something that could take pressure off maternity units in large hospitals by having low risk pregnancies managed by community midwives at primary care centres, initially through 35 weeks of pregnancy, with a view to creating midwife led pregnancy centres that can take a woman through from early pregnancy to postpartum care, as is seen in other countries.",202002,53952,Aontú,53952_202002_98
53,Ireland,99,There is strong research to show midwife led care in low risk pregnancies is more beneficial than consultant or doctor led care in a hospital.,202002,53952,Aontú,53952_202002_99
53,Ireland,100,"A more balanced and responsive healthcare system will require greater integration of Primary, Secondary and Tertiary care.",202002,53952,Aontú,53952_202002_100
53,Ireland,101,"Indicative Care Pathways, based on Best Practice, should be used to channel patient flows between Emergency Departments (EDs), Out-Patient Departments (OPDs) and to deliver care that is more appropriately provided in a community setting.",202002,53952,Aontú,53952_202002_101
53,Ireland,102,Acute Care,202002,53952,Aontú,53952_202002_102
53,Ireland,103,"Ireland has 2.8 acute hospital beds per 1,000 of the population, compared with an Organisation for Economic Co-operation and Development (OECD) average of 4.3 per 1000.",202002,53952,Aontú,53952_202002_103
53,Ireland,104,Even with a significant increase in day-case surgery there is still a significant shortage of beds to an extent that is wholly out of line with best international practice.,202002,53952,Aontú,53952_202002_104
53,Ireland,105,"Around 1,600-1,800 hospital beds were lost in austerity-era cutbacks overseen by a Fine Gael/Labour Coalition government.",202002,53952,Aontú,53952_202002_105
53,Ireland,106,The effects of short-term “savings” through the closure of beds and cuts in staffing are still evident.,202002,53952,Aontú,53952_202002_106
53,Ireland,107,"These cutbacks were implemented notwithstanding all of the evidence that such cutbacks are radically counter-productive, both in terms of health and the long-term costs of rebuilding the system, including staff morale and public trust.",202002,53952,Aontú,53952_202002_107
53,Ireland,108,"Action is needed in the short term, as well as the medium term.",202002,53952,Aontú,53952_202002_108
53,Ireland,109,ED services are not functioning as they should – the same cycle of “crises” occurs year after year.,202002,53952,Aontú,53952_202002_109
53,Ireland,110,Repeated promises by Fine Gael to “fix” the system have been empty.,202002,53952,Aontú,53952_202002_110
53,Ireland,111,"A record number of 110,000 people were forced onto trolleys last year in 2018 because of a lack of capacity and bottlenecks within the wider system.",202002,53952,Aontú,53952_202002_111
53,Ireland,112,"We know that being on a trolley often leads to delayed diagnosis, delayed treatment and patients who have an increased risk of morbidity and mortality.",202002,53952,Aontú,53952_202002_112
53,Ireland,113,According to the Irish Association for Emergency Medicine “some 300 to 350 of our citizens die avoidably every year as a direct result of the failure to address this issue”.,202002,53952,Aontú,53952_202002_113
53,Ireland,114,This is a wholly unacceptable situation but one to which the government has become desensitised.,202002,53952,Aontú,53952_202002_114
53,Ireland,115,Aontú believes that overcrowded EDs are a blight on our health system.,202002,53952,Aontú,53952_202002_115
53,Ireland,116,"They impose enormous pressures on medical and nursing staff and highlight a lack of bed capacity, as well as inefficient and poorly resourced discharge programmes.",202002,53952,Aontú,53952_202002_116
53,Ireland,117,They are part of a wider systemic failure.,202002,53952,Aontú,53952_202002_117
53,Ireland,118,"750,000 people are currently on hospital Waiting Lists.",202002,53952,Aontú,53952_202002_118
53,Ireland,119,People are now forced to wait for years in bad health.,202002,53952,Aontú,53952_202002_119
53,Ireland,120,"Many have to withdraw from work, many require carers and most will have to have more expensive, and in some instances invasive, treatment in the long run.",202002,53952,Aontú,53952_202002_120
53,Ireland,121,"There is no humanitarian, medical, or economic logic to leaving people waiting on hospital waiting lists.",202002,53952,Aontú,53952_202002_121
53,Ireland,122,"Public patients are faced with long waits for outpatient appointments because of a lack of capacity, including unfilled staff appointments.",202002,53952,Aontú,53952_202002_122
53,Ireland,123,There is an additional problem: under-funded public hospitals are given targets for maximising private patient income via Private Health Insurance (PHI).,202002,53952,Aontú,53952_202002_123
53,Ireland,124,"This is unfair, regressive and willfully inefficient.",202002,53952,Aontú,53952_202002_124
53,Ireland,125,Aontú seeks a publicly funded health service.,202002,53952,Aontú,53952_202002_125
53,Ireland,126,"We are, however, practical in our approach and realise that this is not going to be achieved in the short term.",202002,53952,Aontú,53952_202002_126
53,Ireland,127,In the short term all available capacity – private as well as public – should be used to mitigate and then eliminate our excessive waiting lists and that the public system should be properly funded.,202002,53952,Aontú,53952_202002_127
53,Ireland,128,"This means an end to the annual charade of underfunding/“overspending”, leading to Supplementary Budgets.",202002,53952,Aontú,53952_202002_128
53,Ireland,129,It also provides a robust and sensible platform for a dialogue with healthcare professions on the very necessary challenge of increasing the productivity of the system.,202002,53952,Aontú,53952_202002_129
53,Ireland,130,Lack of Step Down Facilities,202002,53952,Aontú,53952_202002_130
53,Ireland,131,Ireland’s bed occupancy ratio is excessively high by international standards.,202002,53952,Aontú,53952_202002_131
53,Ireland,132,Over and above the shortage of capacity this reflects constraints on discharges.,202002,53952,Aontú,53952_202002_132
53,Ireland,133,The Government have failed to adequately address the scarcity of “step-down” services from acute care.,202002,53952,Aontú,53952_202002_133
53,Ireland,134,"Addressing this issue would facilitate earlier hospital discharges and ensure that the best use was made of scarce, and expensive, hospital beds.",202002,53952,Aontú,53952_202002_134
53,Ireland,135,"Aontú believe that additional “Home Care” services, together with more nursing home capacity, would deliver a more balanced and cost-effective healthcare service.",202002,53952,Aontú,53952_202002_135
53,Ireland,136,This is a long-standing problem where new thinking and closer integration of Acute and Community care is required.,202002,53952,Aontú,53952_202002_136
53,Ireland,137,Aontú is fully supportive of this approach.,202002,53952,Aontú,53952_202002_137
53,Ireland,138,Inequality and Poverty,202002,53952,Aontú,53952_202002_138
53,Ireland,139,"Notwithstanding the imperative of delivering non-elective healthcare solely on the basis of medical need, access still depends, to an unacceptable extent, on income, location (whether urban or rural) and health status.",202002,53952,Aontú,53952_202002_139
53,Ireland,140,"Those caught in a poverty trap or homeless, and frequently with the greatest need, all too often have the greatest difficulty in accessing care.",202002,53952,Aontú,53952_202002_140
53,Ireland,141,Voluntary organisations play a crucial role in providing support for individuals and families caught up in addiction.,202002,53952,Aontú,53952_202002_141
53,Ireland,142,The scale and depth of Ireland’s addiction crisis – with all of its devastating consequences including the burden on our Healthcare system – requires a much more proactive response by the state in supporting their work.,202002,53952,Aontú,53952_202002_142
53,Ireland,143,"New models, such as “Safety Net” established by GP Dr Austen O’Carroll, which delivers primary care to those most in need including those in hostels and on our streets, need to be developed.",202002,53952,Aontú,53952_202002_143
53,Ireland,144,There should not be a situation in Ireland where having more money allows a person to receive better care.,202002,53952,Aontú,53952_202002_144
53,Ireland,145,In any context this is a two tier system.,202002,53952,Aontú,53952_202002_145
53,Ireland,146,Private hospital care should not be better or quicker than public hospital care.,202002,53952,Aontú,53952_202002_146
53,Ireland,147,"Put differently, public healthcare should be at least as efficient, timely and experienced as private healthcare.",202002,53952,Aontú,53952_202002_147
53,Ireland,148,"This would mean that while a private system may exist, no person accessing the public system is at a disadvantage medically speaking for having less money.",202002,53952,Aontú,53952_202002_148
53,Ireland,149,Anything less than this is facilitating a fundamental inequality.,202002,53952,Aontú,53952_202002_149
53,Ireland,150,Using all Available Capacity,202002,53952,Aontú,53952_202002_150
53,Ireland,151,Aontú is committed to working to strengthen the Public system in the interest of fairness and equality of access.,202002,53952,Aontú,53952_202002_151
53,Ireland,152,"This will require more capacity, not just to “catch up” on previous under- investment but also to meet emerging needs.",202002,53952,Aontú,53952_202002_152
53,Ireland,153,Aontú also understand that what the public and healthcare staff want is less rhetoric and more realism and practicality.,202002,53952,Aontú,53952_202002_153
53,Ireland,154,"Building up the Public system to the extent that Aontú believe is necessary now, and even more so looking to the future is imperative.",202002,53952,Aontú,53952_202002_154
53,Ireland,155,"In the meantime, the overriding need is to use all available capacity, including private capacity, to meet the non-elective needs of our public patients.",202002,53952,Aontú,53952_202002_155
53,Ireland,156,"Funding for the National Treatment Purchase Fund (NTPF) should be front-loaded ,not randomly rationed year after year, so as to eliminate the present unacceptable waiting times for public patients.",202002,53952,Aontú,53952_202002_156
53,Ireland,157,Private hospitals must provide a full range of services on a 24/7 basis and commit to readmission of complicated patient care episodes where clinically necessary so that the burden does not fall back on the public system.,202002,53952,Aontú,53952_202002_157
53,Ireland,158,"Governance, Management and Accountability",202002,53952,Aontú,53952_202002_158
53,Ireland,159,"The governance and performance of the HSE is central to delivering the best quality, and most cost-effective care to patients and families.",202002,53952,Aontú,53952_202002_159
53,Ireland,160,This requires a stronger system of oversight and accountability.,202002,53952,Aontú,53952_202002_160
53,Ireland,161,"This means ensuring that all Board appointments have relevant experience and operate within a culture that is robust in terms of risk management, at every level.",202002,53952,Aontú,53952_202002_161
53,Ireland,162,We have seen the human costs of falling short.,202002,53952,Aontú,53952_202002_162
53,Ireland,163,"In this context, the recommendations of the Scally Report must be resourced and implemented.",202002,53952,Aontú,53952_202002_163
53,Ireland,164,"Equally, line management is opaque and overly complex.",202002,53952,Aontú,53952_202002_164
53,Ireland,165,It would be strengthened by more external recruitment.,202002,53952,Aontú,53952_202002_165
53,Ireland,166,There is also a bureaucratic burden that needs to be addressed.,202002,53952,Aontú,53952_202002_166
53,Ireland,167,Each government that introduces significant restructuring creates never ending change management.,202002,53952,Aontú,53952_202002_167
53,Ireland,168,This invariably sees an increase in senior management posts with little effect on front line services.,202002,53952,Aontú,53952_202002_168
53,Ireland,169,Aontú will press for realistic funding for the HSE in terms of commitments set out in Service Plans.,202002,53952,Aontú,53952_202002_169
53,Ireland,170,Systematic underfunding inevitably leads to so-called “overspending” – triggering a deeply negative bureaucratic process to correct the “overspend” and Supplementary Budgets.,202002,53952,Aontú,53952_202002_170
53,Ireland,171,Proper accountability can only function in a realistic funding environment and in the absence of scapegoating by government.,202002,53952,Aontú,53952_202002_171
53,Ireland,172,"Aontú also supports rolling three year budgeting, based on multi annual projections to give greater certainty to service providers, to respond to emerging needs and to avoid damaging cutbacks in service provision.",202002,53952,Aontú,53952_202002_172
53,Ireland,173,Many sections within the HSE only find out what their budget allocation will be on Budget day.,202002,53952,Aontú,53952_202002_173
53,Ireland,174,This makes it impossible to plan in advance.,202002,53952,Aontú,53952_202002_174
53,Ireland,175,The National Children’s Hospital debacle is a prime example of the lack of accountability within both the health service and the political systems responsible for its oversight.,202002,53952,Aontú,53952_202002_175
53,Ireland,176,"The scale of the problems, the failure to identify and mitigate emerging pressures at a much earlier stage and the opportunity- cost of the overruns demonstrate just why healthcare is broken and “reform” a recurrent failure.",202002,53952,Aontú,53952_202002_176
53,Ireland,177,"There will, as usual, be numerous Committees investigating what happened and, as usual, there will likely be no consequences within the political/policy process.",202002,53952,Aontú,53952_202002_177
53,Ireland,178,Aontú have a very different perspective.,202002,53952,Aontú,53952_202002_178
53,Ireland,179,"We will hold staff, management and Ministers to account.",202002,53952,Aontú,53952_202002_179
53,Ireland,180,"Aontú will press for the establishment of an independent “Oversight and Risk Management” team, tasked with constantly monitoring for systemic problems in the Health service.",202002,53952,Aontú,53952_202002_180
53,Ireland,181,"This would help to minimize the possibility of events such as the Cervical Scan tragedy, with all of its harrowing consequences, arising.",202002,53952,Aontú,53952_202002_181
53,Ireland,182,"If they did arise, it would also enable the HSE to manage them effectively at a much earlier stage.",202002,53952,Aontú,53952_202002_182
53,Ireland,183,Information Technology and Communications,202002,53952,Aontú,53952_202002_183
53,Ireland,184,The HSE has not embraced Information Communications Technology (ICT) to the necessary levels.,202002,53952,Aontú,53952_202002_184
53,Ireland,185,The Health Service needs to have the ability to manage all aspects of the delivery of healthcare in a digital environment.,202002,53952,Aontú,53952_202002_185
53,Ireland,186,"One of the oldest truisms of management is; what can’t be measured cannot be (effectively) managed, and this remains of compelling relevance to Healthcare.",202002,53952,Aontú,53952_202002_186
53,Ireland,187,"This includes staffing and administration, the digitising and transferability of patient records electronically across different domains and developing the capability to align to rapidly evolving E-medicine.",202002,53952,Aontú,53952_202002_187
53,Ireland,188,Staff retention and Recruitment,202002,53952,Aontú,53952_202002_188
53,Ireland,189,One of the many damaging consequences of austerity on our Healthcare system was the forced migration of thousands of health professionals.,202002,53952,Aontú,53952_202002_189
53,Ireland,190,"Nurses and midwives, doctors and medical consultants as well as allied health professionals were forced to emigrate.",202002,53952,Aontú,53952_202002_190
53,Ireland,191,"The effects are still evident on service provision, difficulties in retaining existing staff and attracting much needed consultant and specialist staff.",202002,53952,Aontú,53952_202002_191
53,Ireland,192,"There has been a breakdown of trust in relation to contractual arrangements, including the first strike by our nursing profession in more than a generation.",202002,53952,Aontú,53952_202002_192
53,Ireland,193,Aontú believes that rebuilding the health system requires rebuilding trust between government and the health professions.,202002,53952,Aontú,53952_202002_193
53,Ireland,194,Implementing reform and increasing real productivity of the system necessitates engagement in good faith.,202002,53952,Aontú,53952_202002_194
53,Ireland,195,The health sector now operates internationally.,202002,53952,Aontú,53952_202002_195
53,Ireland,196,To retain and recruit staff means competing internationally on pay and conditions and ensuring parity between equivalently qualified staff.,202002,53952,Aontú,53952_202002_196
53,Ireland,197,The same government who claimed “inability to pay” presided over the biggest single financial overspend in the history of the state.,202002,53952,Aontú,53952_202002_197
53,Ireland,198,If the government does not live up to its responsibilities then expensively trained staff will continue to be lost to countries only too willing to welcome them.,202002,53952,Aontú,53952_202002_198
53,Ireland,199,Aontú will therefore advocate for an independent national analysis to examine and report on all aspects of contractual arrangements between Government and healthcare professionals and their representative bodies.,202002,53952,Aontú,53952_202002_199
53,Ireland,200,"This will include training, retention, recruitment and capacity- building, and will encompass our health professionals working abroad.",202002,53952,Aontú,53952_202002_200
53,Ireland,201,"It will also seek views and insights as to how best to increase the productivity of the health system especially in the fields of risk management, ICT and innovation.",202002,53952,Aontú,53952_202002_201
53,Ireland,202,Conscientious Objection,202002,53952,Aontú,53952_202002_202
53,Ireland,203,Aontú defends the right of everyone to conscientious objection where abortion is concerned.,202002,53952,Aontú,53952_202002_203
53,Ireland,204,Aontú is committed to upholding the right to life of everyone.,202002,53952,Aontú,53952_202002_204
53,Ireland,205,We advocate for legislation that would oblige the administration of pain relief to preborn babies that are due to be aborted and for legislation obliging all possible treatment for babies that survive abortions.,202002,53952,Aontú,53952_202002_205
53,Ireland,206,Aontú seeks legislation that would prohibit abortion on the basis of disability and abortion on the basis of gender.,202002,53952,Aontú,53952_202002_206
53,Ireland,207,Action needed to address our National Housing Emergency,202002,53952,Aontú,53952_202002_207
53,Ireland,208,A basic human need,202002,53952,Aontú,53952_202002_208
53,Ireland,209,Housing is a basic human need.,202002,53952,Aontú,53952_202002_209
53,Ireland,210,Without housing many aspects of a citizen’s life break down.,202002,53952,Aontú,53952_202002_210
53,Ireland,211,Physical and mental health starts to deteriorate.,202002,53952,Aontú,53952_202002_211
53,Ireland,212,A family’s ability to provide healthy nutrition falls apart.,202002,53952,Aontú,53952_202002_212
53,Ireland,213,Education and work life are next to impossible without a home.,202002,53952,Aontú,53952_202002_213
53,Ireland,214,The human condition disintegrates without a home.,202002,53952,Aontú,53952_202002_214
53,Ireland,215,Ireland is suffering from a prolonged National Housing Emergency.,202002,53952,Aontú,53952_202002_215
53,Ireland,216,The level of human misery being caused is unprecedented in housing terms.,202002,53952,Aontú,53952_202002_216
53,Ireland,217,"Up to 1 million people are in housing crisis either through mortgage distress, homelessness, spending years on housing waiting lists or grossly unaffordable rents and mortgages.",202002,53952,Aontú,53952_202002_217
53,Ireland,218,This crisis has been going on so long that the media and the political establishment have become desensitised to it.,202002,53952,Aontú,53952_202002_218
53,Ireland,219,It is one of the primary responsibilities of a government to make sure that families have access to reasonably priced homes and that those who cannot afford market prices have alternative routes to a home.,202002,53952,Aontú,53952_202002_219
53,Ireland,220,In this the government have completely failed.,202002,53952,Aontú,53952_202002_220
53,Ireland,221,Speculation: Houses as Commodities,202002,53952,Aontú,53952_202002_221
53,Ireland,222,Housing and homes have had another role within Irish society for the last 3 decades.,202002,53952,Aontú,53952_202002_222
53,Ireland,223,"While the housing market always contained a speculative aspect, this aspect has become radically more pronounced in recent years.",202002,53952,Aontú,53952_202002_223
53,Ireland,224,The investment and speculative aspect of housing has been fuelling property bubbles and crashes that have in part destroyed the Irish economy.,202002,53952,Aontú,53952_202002_224
